时间,数值
2025-07-27 15:15:16.489,1365.0
2025-07-27 15:15:16.489,1365.0
2025-07-27 15:15:16.519,1365.0
2025-07-27 15:15:16.521,240.0
2025-07-27 15:15:16.521,1035.0
2025-07-27 15:15:16.522,2070.0
2025-07-27 15:15:16.522,3295.0
2025-07-27 15:15:16.522,1205.0
2025-07-27 15:15:16.554,3670.0
2025-07-27 15:15:16.555,3510.0
2025-07-27 15:15:16.555,3405.0
2025-07-27 15:15:16.555,3105.0
2025-07-27 15:15:16.556,3235.0
2025-07-27 15:15:16.588,3090.0
2025-07-27 15:15:16.589,2840.0
2025-07-27 15:15:16.590,3030.0
2025-07-27 15:15:16.590,2970.0
2025-07-27 15:15:16.591,3000.0
2025-07-27 15:15:16.621,2745.0
2025-07-27 15:15:16.623,3005.0
2025-07-27 15:15:16.623,3030.0
2025-07-27 15:15:16.624,3070.0
2025-07-27 15:15:16.625,2845.0
2025-07-27 15:15:16.626,2900.0
2025-07-27 15:15:16.655,3000.0
2025-07-27 15:15:16.656,2945.0
2025-07-27 15:15:16.657,2840.0
2025-07-27 15:15:16.657,2745.0
2025-07-27 15:15:16.657,3065.0
2025-07-27 15:15:16.689,3030.0
2025-07-27 15:15:16.689,2820.0
2025-07-27 15:15:16.692,2985.0
2025-07-27 15:15:16.692,2950.0
2025-07-27 15:15:16.693,3000.0
2025-07-27 15:15:16.723,2745.0
2025-07-27 15:15:16.724,2780.0
2025-07-27 15:15:16.725,3055.0
2025-07-27 15:15:16.726,3140.0
2025-07-27 15:15:16.727,2900.0
2025-07-27 15:15:16.727,2895.0
2025-07-27 15:15:16.757,3065.0
2025-07-27 15:15:16.757,3010.0
2025-07-27 15:15:16.758,2865.0
2025-07-27 15:15:16.759,2785.0
2025-07-27 15:15:16.760,3035.0
2025-07-27 15:15:16.790,3075.0
2025-07-27 15:15:16.791,2820.0
2025-07-27 15:15:16.792,3020.0
2025-07-27 15:15:16.794,3005.0
2025-07-27 15:15:16.794,3015.0
2025-07-27 15:15:16.841,2755.0
2025-07-27 15:15:16.843,2765.0
2025-07-27 15:15:16.844,2990.0
2025-07-27 15:15:16.844,3110.0
2025-07-27 15:15:16.845,2910.0
2025-07-27 15:15:16.845,2955.0
2025-07-27 15:15:16.858,3040.0
2025-07-27 15:15:16.860,2905.0
2025-07-27 15:15:16.860,2800.0
2025-07-27 15:15:16.862,2810.0
2025-07-27 15:15:16.863,3170.0
2025-07-27 15:15:16.892,3100.0
2025-07-27 15:15:16.893,2860.0
2025-07-27 15:15:16.895,3020.0
2025-07-27 15:15:16.895,2955.0
2025-07-27 15:15:16.896,2995.0
2025-07-27 15:15:16.926,2750.0
2025-07-27 15:15:16.927,2945.0
2025-07-27 15:15:16.928,2970.0
2025-07-27 15:15:16.929,3015.0
2025-07-27 15:15:16.929,2825.0
2025-07-27 15:15:16.930,2815.0
2025-07-27 15:15:16.961,3040.0
2025-07-27 15:15:16.961,2980.0
2025-07-27 15:15:16.962,2820.0
2025-07-27 15:15:16.963,2740.0
2025-07-27 15:15:16.963,3065.0
2025-07-27 15:15:16.994,3035.0
2025-07-27 15:15:16.995,2830.0
2025-07-27 15:15:16.997,2825.0
2025-07-27 15:15:16.997,2975.0
2025-07-27 15:15:16.998,3090.0
2025-07-27 15:15:17.028,2815.0
2025-07-27 15:15:17.029,2805.0
2025-07-27 15:15:17.031,2995.0
2025-07-27 15:15:17.031,3115.0
2025-07-27 15:15:17.032,2900.0
2025-07-27 15:15:17.033,2920.0
2025-07-27 15:15:17.062,3000.0
2025-07-27 15:15:17.063,2915.0
2025-07-27 15:15:17.064,2805.0
2025-07-27 15:15:17.065,2740.0
2025-07-27 15:15:17.065,3105.0
2025-07-27 15:15:17.096,3090.0
2025-07-27 15:15:17.097,2855.0
2025-07-27 15:15:17.098,3035.0
2025-07-27 15:15:17.098,3015.0
2025-07-27 15:15:17.099,3030.0
2025-07-27 15:15:17.131,2740.0
2025-07-27 15:15:17.132,2745.0
2025-07-27 15:15:17.133,2975.0
2025-07-27 15:15:17.133,3110.0
2025-07-27 15:15:17.134,2910.0
2025-07-27 15:15:17.134,2955.0
2025-07-27 15:15:17.163,3040.0
2025-07-27 15:15:17.164,2905.0
2025-07-27 15:15:17.164,2820.0
2025-07-27 15:15:17.166,2780.0
2025-07-27 15:15:17.167,3085.0
2025-07-27 15:15:17.197,3090.0
2025-07-27 15:15:17.198,2865.0
2025-07-27 15:15:17.199,3040.0
2025-07-27 15:15:17.199,2980.0
2025-07-27 15:15:17.201,3025.0
2025-07-27 15:15:17.231,2735.0
2025-07-27 15:15:17.232,2770.0
2025-07-27 15:15:17.233,2990.0
2025-07-27 15:15:17.234,3110.0
2025-07-27 15:15:17.234,2905.0
2025-07-27 15:15:17.235,2915.0
2025-07-27 15:15:17.265,3055.0
2025-07-27 15:15:17.266,2915.0
2025-07-27 15:15:17.267,2790.0
2025-07-27 15:15:17.268,2725.0
2025-07-27 15:15:17.268,3105.0
2025-07-27 15:15:17.299,3110.0
2025-07-27 15:15:17.350,2865.0
2025-07-27 15:15:17.351,3020.0
2025-07-27 15:15:17.352,2985.0
2025-07-27 15:15:17.353,3000.0
2025-07-27 15:15:17.353,2755.0
2025-07-27 15:15:17.355,2810.0
2025-07-27 15:15:17.355,3175.0
2025-07-27 15:15:17.356,3510.0
2025-07-27 15:15:17.356,4190.0
2025-07-27 15:15:17.357,4890.0
2025-07-27 15:15:17.367,5310.0
2025-07-27 15:15:17.368,5595.0
2025-07-27 15:15:17.370,6630.0
2025-07-27 15:15:17.370,7060.0
2025-07-27 15:15:17.371,7235.0
2025-07-27 15:15:17.401,7320.0
2025-07-27 15:15:17.401,7610.0
2025-07-27 15:15:17.403,7255.0
2025-07-27 15:15:17.403,7080.0
2025-07-27 15:15:17.404,6925.0
2025-07-27 15:15:17.435,6280.0
2025-07-27 15:15:17.436,6435.0
2025-07-27 15:15:17.437,6375.0
2025-07-27 15:15:17.437,5765.0
2025-07-27 15:15:17.438,5830.0
2025-07-27 15:15:17.438,5490.0
2025-07-27 15:15:17.469,5565.0
2025-07-27 15:15:17.469,5450.0
2025-07-27 15:15:17.470,5015.0
2025-07-27 15:15:17.472,5170.0
2025-07-27 15:15:17.472,5115.0
2025-07-27 15:15:17.502,4850.0
2025-07-27 15:15:17.504,4815.0
2025-07-27 15:15:17.504,4595.0
2025-07-27 15:15:17.505,4490.0
2025-07-27 15:15:17.506,4145.0
2025-07-27 15:15:17.536,4310.0
2025-07-27 15:15:17.537,4115.0
2025-07-27 15:15:17.538,3815.0
2025-07-27 15:15:17.538,3840.0
2025-07-27 15:15:17.539,3695.0
2025-07-27 15:15:17.540,3670.0
2025-07-27 15:15:17.570,3510.0
2025-07-27 15:15:17.570,3320.0
2025-07-27 15:15:17.572,3055.0
2025-07-27 15:15:17.572,3195.0
2025-07-27 15:15:17.573,3055.0
2025-07-27 15:15:17.604,2835.0
2025-07-27 15:15:17.605,3000.0
2025-07-27 15:15:17.606,2970.0
2025-07-27 15:15:17.607,3010.0
2025-07-27 15:15:17.607,2795.0
2025-07-27 15:15:17.638,2925.0
2025-07-27 15:15:17.640,2990.0
2025-07-27 15:15:17.641,2990.0
2025-07-27 15:15:17.641,2815.0
2025-07-27 15:15:17.642,2820.0
2025-07-27 15:15:17.643,3010.0
2025-07-27 15:15:17.672,2945.0
2025-07-27 15:15:17.673,2850.0
2025-07-27 15:15:17.674,2755.0
2025-07-27 15:15:17.675,3095.0
2025-07-27 15:15:17.676,3090.0
2025-07-27 15:15:17.706,2835.0
2025-07-27 15:15:17.707,3035.0
2025-07-27 15:15:17.708,3100.0
2025-07-27 15:15:17.709,3300.0
2025-07-27 15:15:17.710,3780.0
2025-07-27 15:15:17.739,3550.0
2025-07-27 15:15:17.741,3615.0
2025-07-27 15:15:17.741,3335.0
2025-07-27 15:15:17.742,3330.0
2025-07-27 15:15:17.743,3315.0
2025-07-27 15:15:17.743,3080.0
2025-07-27 15:15:17.773,3060.0
2025-07-27 15:15:17.774,3095.0
2025-07-27 15:15:17.775,3175.0
2025-07-27 15:15:17.776,3805.0
2025-07-27 15:15:17.776,3470.0
2025-07-27 15:15:17.842,3525.0
2025-07-27 15:15:17.842,3270.0
2025-07-27 15:15:17.843,3400.0
2025-07-27 15:15:17.843,3235.0
2025-07-27 15:15:17.844,2990.0
2025-07-27 15:15:17.846,3115.0
2025-07-27 15:15:17.847,2995.0
2025-07-27 15:15:17.847,2775.0
2025-07-27 15:15:17.848,3010.0
2025-07-27 15:15:17.848,3075.0
2025-07-27 15:15:17.849,3120.0
2025-07-27 15:15:17.875,2855.0
2025-07-27 15:15:17.875,2925.0
2025-07-27 15:15:17.876,2910.0
2025-07-27 15:15:17.877,2950.0
2025-07-27 15:15:17.878,2840.0
2025-07-27 15:15:17.909,2915.0
2025-07-27 15:15:17.910,3020.0
2025-07-27 15:15:17.911,2925.0
2025-07-27 15:15:17.912,2775.0
2025-07-27 15:15:17.912,2710.0
2025-07-27 15:15:17.943,3125.0
2025-07-27 15:15:17.944,3150.0
2025-07-27 15:15:17.945,2920.0
2025-07-27 15:15:17.946,3075.0
2025-07-27 15:15:17.946,2935.0
2025-07-27 15:15:17.947,3015.0
2025-07-27 15:15:17.977,2760.0
2025-07-27 15:15:17.977,2725.0
2025-07-27 15:15:17.979,2945.0
2025-07-27 15:15:17.979,3085.0
2025-07-27 15:15:17.979,2890.0
2025-07-27 15:15:18.011,2930.0
2025-07-27 15:15:18.012,3055.0
2025-07-27 15:15:18.013,2945.0
2025-07-27 15:15:18.014,2820.0
2025-07-27 15:15:18.015,2705.0
2025-07-27 15:15:18.044,3040.0
2025-07-27 15:15:18.046,3105.0
2025-07-27 15:15:18.047,2870.0
2025-07-27 15:15:18.048,3040.0
2025-07-27 15:15:18.049,3000.0
2025-07-27 15:15:18.049,2995.0
2025-07-27 15:15:18.079,2770.0
2025-07-27 15:15:18.079,2810.0
2025-07-27 15:15:18.080,3055.0
2025-07-27 15:15:18.081,3160.0
2025-07-27 15:15:18.082,2935.0
2025-07-27 15:15:18.112,2940.0
2025-07-27 15:15:18.113,3005.0
2025-07-27 15:15:18.114,2925.0
2025-07-27 15:15:18.116,2810.0
2025-07-27 15:15:18.116,2725.0
2025-07-27 15:15:18.147,3055.0
2025-07-27 15:15:18.148,3055.0
2025-07-27 15:15:18.149,2815.0
2025-07-27 15:15:18.150,3000.0
2025-07-27 15:15:18.150,3005.0
2025-07-27 15:15:18.151,3035.0
2025-07-27 15:15:18.180,2760.0
2025-07-27 15:15:18.180,2770.0
2025-07-27 15:15:18.182,2980.0
2025-07-27 15:15:18.182,3110.0
2025-07-27 15:15:18.183,2935.0
2025-07-27 15:15:18.214,2960.0
2025-07-27 15:15:18.215,3005.0
2025-07-27 15:15:18.217,2920.0
2025-07-27 15:15:18.218,2795.0
2025-07-27 15:15:18.218,2730.0
2025-07-27 15:15:18.248,3115.0
2025-07-27 15:15:18.249,3115.0
2025-07-27 15:15:18.250,2880.0
2025-07-27 15:15:18.251,3005.0
2025-07-27 15:15:18.252,2950.0
2025-07-27 15:15:18.252,3010.0
2025-07-27 15:15:18.282,2790.0
2025-07-27 15:15:18.283,2925.0
2025-07-27 15:15:18.284,2925.0
2025-07-27 15:15:18.285,2925.0
2025-07-27 15:15:18.286,1630.0
2025-07-27 15:15:18.347,750.0
2025-07-27 15:15:18.348,2145.0
2025-07-27 15:15:18.348,2870.0
2025-07-27 15:15:18.349,3555.0
2025-07-27 15:15:18.350,3320.0
2025-07-27 15:15:18.353,3360.0
2025-07-27 15:15:18.354,3160.0
2025-07-27 15:15:18.354,3200.0
2025-07-27 15:15:18.355,3105.0
2025-07-27 15:15:18.355,2910.0
2025-07-27 15:15:18.356,2840.0
2025-07-27 15:15:18.384,3020.0
2025-07-27 15:15:18.385,2970.0
2025-07-27 15:15:18.386,2965.0
2025-07-27 15:15:18.386,2720.0
2025-07-27 15:15:18.387,2905.0
2025-07-27 15:15:18.418,3075.0
2025-07-27 15:15:18.419,3100.0
2025-07-27 15:15:18.420,2880.0
2025-07-27 15:15:18.421,2900.0
2025-07-27 15:15:18.422,3065.0
2025-07-27 15:15:18.451,2960.0
2025-07-27 15:15:18.453,2820.0
2025-07-27 15:15:18.454,2955.0
2025-07-27 15:15:18.454,3030.0
2025-07-27 15:15:18.455,2940.0
2025-07-27 15:15:18.455,2725.0
2025-07-27 15:15:18.485,2700.0
2025-07-27 15:15:18.486,3030.0
2025-07-27 15:15:18.487,3260.0
2025-07-27 15:15:18.488,2900.0
2025-07-27 15:15:18.488,2985.0
2025-07-27 15:15:18.519,3000.0
2025-07-27 15:15:18.520,3010.0
2025-07-27 15:15:18.521,2840.0
2025-07-27 15:15:18.522,2910.0
2025-07-27 15:15:18.522,3000.0
2025-07-27 15:15:18.553,2975.0
2025-07-27 15:15:18.555,2825.0
2025-07-27 15:15:18.555,2985.0
2025-07-27 15:15:18.556,3045.0
2025-07-27 15:15:18.556,2970.0
2025-07-27 15:15:18.557,2750.0
2025-07-27 15:15:18.588,2730.0
2025-07-27 15:15:18.589,3025.0
2025-07-27 15:15:18.589,3150.0
2025-07-27 15:15:18.590,2820.0
2025-07-27 15:15:18.591,2940.0
2025-07-27 15:15:18.620,2975.0
2025-07-27 15:15:18.621,3015.0
2025-07-27 15:15:18.623,2780.0
2025-07-27 15:15:18.623,2740.0
2025-07-27 15:15:18.625,3025.0
2025-07-27 15:15:18.655,3040.0
2025-07-27 15:15:18.656,2895.0
2025-07-27 15:15:18.656,2985.0
2025-07-27 15:15:18.657,3045.0
2025-07-27 15:15:18.657,2950.0
2025-07-27 15:15:18.658,2735.0
2025-07-27 15:15:18.688,2715.0
2025-07-27 15:15:18.690,3010.0
2025-07-27 15:15:18.690,3185.0
2025-07-27 15:15:18.691,2865.0
2025-07-27 15:15:18.691,2945.0
2025-07-27 15:15:18.722,2965.0
2025-07-27 15:15:18.723,3025.0
2025-07-27 15:15:18.724,2790.0
2025-07-27 15:15:18.725,2750.0
2025-07-27 15:15:18.726,3070.0
2025-07-27 15:15:18.756,3090.0
2025-07-27 15:15:18.758,2905.0
2025-07-27 15:15:18.759,3010.0
2025-07-27 15:15:18.759,3075.0
2025-07-27 15:15:18.760,2975.0
2025-07-27 15:15:18.760,2755.0
2025-07-27 15:15:18.791,2995.0
2025-07-27 15:15:18.792,3040.0
2025-07-27 15:15:18.792,3140.0
2025-07-27 15:15:18.793,2845.0
2025-07-27 15:15:18.794,2910.0
2025-07-27 15:15:18.842,3030.0
2025-07-27 15:15:18.843,3065.0
2025-07-27 15:15:18.844,2815.0
2025-07-27 15:15:18.844,2880.0
2025-07-27 15:15:18.845,2965.0
2025-07-27 15:15:18.858,2985.0
2025-07-27 15:15:18.858,2835.0
2025-07-27 15:15:18.860,3015.0
2025-07-27 15:15:18.860,3035.0
2025-07-27 15:15:18.861,2935.0
2025-07-27 15:15:18.861,2720.0
2025-07-27 15:15:18.891,2745.0
2025-07-27 15:15:18.892,3030.0
2025-07-27 15:15:18.894,3170.0
2025-07-27 15:15:18.894,2840.0
2025-07-27 15:15:18.895,2920.0
2025-07-27 15:15:18.926,2955.0
2025-07-27 15:15:18.926,3005.0
2025-07-27 15:15:18.927,2850.0
2025-07-27 15:15:18.928,2800.0
2025-07-27 15:15:18.929,2995.0
2025-07-27 15:15:18.960,3040.0
2025-07-27 15:15:18.961,2905.0
2025-07-27 15:15:18.962,2815.0
2025-07-27 15:15:18.962,3080.0
2025-07-27 15:15:18.963,3045.0
2025-07-27 15:15:18.963,2795.0
2025-07-27 15:15:18.993,2735.0
2025-07-27 15:15:18.995,3010.0
2025-07-27 15:15:18.995,3160.0
2025-07-27 15:15:18.996,2875.0
2025-07-27 15:15:18.997,2935.0
2025-07-27 15:15:19.028,3000.0
2025-07-27 15:15:19.029,3040.0
2025-07-27 15:15:19.030,2790.0
2025-07-27 15:15:19.031,2895.0
2025-07-27 15:15:19.031,3030.0
2025-07-27 15:15:19.061,2955.0
2025-07-27 15:15:19.063,2810.0
2025-07-27 15:15:19.064,2790.0
2025-07-27 15:15:19.064,3110.0
2025-07-27 15:15:19.065,3105.0
2025-07-27 15:15:19.065,2875.0
2025-07-27 15:15:19.095,3030.0
2025-07-27 15:15:19.096,2930.0
2025-07-27 15:15:19.097,2985.0
2025-07-27 15:15:19.098,2730.0
2025-07-27 15:15:19.098,2845.0
2025-07-27 15:15:19.129,3095.0
2025-07-27 15:15:19.130,3155.0
2025-07-27 15:15:19.131,2895.0
2025-07-27 15:15:19.131,2935.0
2025-07-27 15:15:19.132,2970.0
2025-07-27 15:15:19.162,2865.0
2025-07-27 15:15:19.164,2815.0
2025-07-27 15:15:19.164,2840.0
2025-07-27 15:15:19.165,3055.0
2025-07-27 15:15:19.166,3000.0
2025-07-27 15:15:19.166,2770.0
2025-07-27 15:15:19.197,2740.0
2025-07-27 15:15:19.198,3065.0
2025-07-27 15:15:19.199,3185.0
2025-07-27 15:15:19.199,2885.0
2025-07-27 15:15:19.200,2945.0
2025-07-27 15:15:19.231,3000.0
2025-07-27 15:15:19.232,3040.0
2025-07-27 15:15:19.233,2780.0
2025-07-27 15:15:19.234,2870.0
2025-07-27 15:15:19.234,3000.0
2025-07-27 15:15:19.265,3050.0
2025-07-27 15:15:19.266,2895.0
2025-07-27 15:15:19.267,3000.0
2025-07-27 15:15:19.267,3025.0
2025-07-27 15:15:19.268,2945.0
2025-07-27 15:15:19.268,2735.0
2025-07-27 15:15:19.343,2745.0
2025-07-27 15:15:19.344,3015.0
2025-07-27 15:15:19.344,3140.0
2025-07-27 15:15:19.345,2850.0
